t;pixelx;pixely;frame
29,997;-11,5;1798;-95,5
30,013;0,5;1799;-84
30,03;5,5;1800;-71,5
30,047;15,5;1801;-61
30,063;22;1802;-46,5
30,08;27,5;1803;-36
30,097;33;1804;-24
30,113;39,5;1805;-11
30,13;42,5;1806;-1
30,147;44;1807;10,5
30,163;48,5;1808;23
30,18;47,5;1809;33
30,197;50;1810;45
30,214;52;1811;54
30,23;52,5;1812;66,5
30,247;51;1813;78,5
30,264;50,5;1814;89
30,28;50;1815;100,5
30,297;45,5;1816;111,5
30,314;42,5;1817;122
30,33;42,5;1818;132
30,347;36;1819;143
30,364;31;1820;152,5
30,38;36,5;1821;162
30,397;44;1822;173,5
30,414;50;1823;182,5
30,43;54,5;1824;192
30,447;59,5;1825;201,5
30,464;63;1826;211
30,48;66,5;1827;219,5
30,497;68,5;1828;230,5
30,514;71,5;1829;241,5
30,531;73,5;1830;251
30,547;74,5;1831;259
30,564;74,5;1832;268
30,581;74,5;1833;279,5
30,597;74;1834;287,5
30,614;72,5;1835;291,5
30,631;74,5;1836;253,5
30,647;74;1837;211,5
30,664;73,5;1838;180
30,681;71,5;1839;145
30,697;66;1840;107,5
30,714;60,5;1841;70,5
30,731;54,5;1842;38,5
30,747;48;1843;7
30,764;38,5;1844;-24
30,781;29;1845;-59
30,797;18,5;1846;-89
30,814;8,5;1847;-120
30,831;-4,5;1848;-150
30,847;-18,5;1849;-181,5
30,864;-31;1850;-210,5
30,881;-42,5;1851;-238
30,898;-38;1852;-273
30,914;-34,5;1853;-300,5
30,931;;;
30,948;-18,5;1855;-291,5
30,964;-10;1856;-257,5
30,981;-0,5;1857;-226,5
30,998;7,5;1858;-195
31,014;15,5;1859;-169,5
31,031;21,5;1860;-141,5
31,048;25,5;1861;-117
31,064;29;1862;-89
31,081;31,5;1863;-63,5
31,098;33;1864;-34,5
31,114;29;1865;-24,5
31,131;27,5;1866;-20
31,148;23;1867;-18,5
31,164;19,5;1868;-16
31,181;15,5;1869;-15,5
31,198;11;1870;-14,5
31,215;4,5;1871;-14
31,231;0.000;1872;-12
31,248;5;1873;-10
31,265;9;1874;-8,5
31,281;9;1875;-6,5
31,298;12;1876;-3
31,315;12;1877;-0,5
31,331;12;1878;0,5
31,348;12,5;1879;5
31,365;11;1880;6
31,381;9;1881;8
31,398;7,5;1882;11
31,415;5,5;1883;13
31,431;2;1884;15
31,448;-1;1885;17
31,465;-5;1886;19
31,481;-11;1887;21
31,498;-11;1888;25,5
31,515;-8,5;1889;27,5
31,532;-5;1890;31,5
31,548;-4;1891;34,5
31,565;-2;1892;39
31,582;1;1893;43,5
31,598;0.000;1894;45,5
31,615;0.000;1895;51
31,632;0.000;1896;53
31,648;-2,5;1897;58
31,665;-3,5;1898;62
31,682;-7,5;1899;65,5
31,698;-10;1900;69,5
31,715;-14;1901;73
31,732;-19;1902;77,5
31,748;-17;1903;81
31,765;-14,5;1904;84,5
31,782;-12,5;1905;89,5
31,798;-11;1906;93
31,815;-8,5;1907;96,5
31,832;-8;1908;100,5
31,848;-8;1909;104,5
31,865;-8;1910;108,5
31,882;-11;1911;111,5
31,899;-13;1912;115,5
31,915;-15,5;1913;118,5
31,932;-18;1914;122,5
31,949;-22;1915;126,5
31,965;-24,5;1916;130
31,982;-22;1917;134,5
31,999;-19,5;1918;137,5
32,015;-17;1919;142
32,032;-16;1920;145,5
32,049;-16;1921;149,5
32,065;-16;1922;154
32,082;-16,5;1923;157
32,099;;;
32,115;;;
32,132;;;
32,149;;;
32,165;;;
32,182;;;
32,199;;;
32,216;;;
32,232;;;
32,249;;;
32,266;;;
32,282;;;
32,299;;;
32,316;;;
32,332;;;
32,349;;;
32,366;;;
32,382;;;
32,399;;;
32,416;;;
32,432;;;
32,449;;;
32,466;;;
32,482;;;
32,499;;;
32,516;;;
32,533;;;
32,549;;;
32,566;;;
32,583;;;
32,599;;;
32,616;;;
32,633;;;
32,649;;;
32,666;;;
32,683;;;
32,699;;;
32,716;;;
32,733;;;
32,749;;;
32,766;;;
32,783;;;
32,799;;;
32,816;;;
32,833;;;
32,849;;;
32,866;;;
32,883;;;
32,9;;;
32,916;;;
32,933;;;
32,95;;;
32,966;;;
32,983;;;
33;;;
33,016;;;
33,033;;;
33,05;;;
33,066;;;
33,083;;;
33,1;;;
33,116;;;
33,133;;;
33,15;;;
33,166;;;
33,183;;;
33,2;;;
33,217;;;
33,233;;;
33,25;;;
33,267;;;
33,283;;;
33,3;;;
33,317;;;
33,333;;;
33,35;;;
33,367;;;
33,383;;;
33,4;;;
33,417;;;
33,433;;;
33,45;;;
33,467;;;
33,483;;;
33,5;;;
33,517;;;
33,534;;;
33,55;;;
33,567;;;
33,584;;;
33,6;;;
33,617;;;
33,634;;;
33,65;;;
33,667;;;
33,684;;;
33,7;;;
33,717;;;
33,734;;;
33,75;;;
33,767;;;
33,784;;;
33,8;;;
33,817;;;
33,834;;;
33,85;;;
33,867;;;
33,884;;;
33,901;;;
33,917;;;
33,934;;;
33,951;;;
33,967;;;
33,984;;;
34,001;;;
34,017;;;
34,034;;;
34,051;;;
34,067;;;
34,084;;;
34,101;;;
34,117;;;
34,134;;;
34,151;;;
34,167;;;
34,184;;;
34,201;;;
34,218;;;
34,234;;;
34,251;;;
34,268;;;
34,284;;;
34,301;;;
34,318;;;
34,334;;;
34,351;;;
34,368;;;
34,384;;;
34,401;;;
34,418;;;
34,434;;;
34,451;91;2065;-173,5
34,468;118,5;2066;-176
34,484;146;2067;-179,5
34,501;173;2068;-180
34,518;197;2069;-183,5
34,535;220,5;2070;-185,5
34,551;243;2071;-187,5
34,568;265,5;2072;-189,5
34,585;288;2073;-191,5
34,601;308;2074;-193,5
34,618;328;2075;-196
34,635;341;2076;-196,5
34,651;365,5;2077;-200,5
34,668;384;2078;-202,5
34,685;400;2079;-204,5
34,701;418;2080;-206
34,718;432,5;2081;-205,5
34,735;447,5;2082;-210
34,751;462,5;2083;-210,5
34,768;475,5;2084;-212,5
34,785;489;2085;-214,5
34,801;502,5;2086;-216
34,818;511,5;2087;-216,5
34,835;522,5;2088;-218,5
34,851;532,5;2089;-220,5
34,868;538,5;2090;-222
34,885;;;
34,902;;;
34,918;;;
34,935;;;
34,952;;;
34,968;;;
34,985;;;
35,002;;;
35,018;;;
35,035;;;
35,052;;;
35,068;;;
35,085;;;
35,102;;;
35,118;;;
35,135;;;
35,152;;;
35,168;;;
35,185;;;
35,202;;;
35,219;;;
35,235;;;
35,252;;;
35,269;;;
35,285;;;
35,302;;;
35,319;;;
35,335;;;
35,352;539,5;2119;-260
35,369;528,5;2120;-260
35,385;519,5;2121;-262
35,402;509,5;2122;-263
35,419;499;2123;-264
35,435;488;2124;-265,5
35,452;474,5;2125;-267,5
35,469;462,5;2126;-267,5
35,485;448,5;2127;-267,5
35,502;437;2128;-268,5
35,519;422,5;2129;-270,5
35,536;409;2130;-272,5
35,552;393;2131;-275
35,569;377;2132;-274,5
35,586;359,5;2133;-276,5
35,602;340;2134;-277
35,619;326,5;2135;-278,5
35,636;309,5;2136;-279,5
35,652;293;2137;-281
35,669;274;2138;-281
35,686;253;2139;-283,5
35,702;235,5;2140;-284,5
35,719;214;2141;-285,5
35,736;194,5;2142;-286,5
35,752;173,5;2143;-289
35,769;152,5;2144;-289
35,786;132,5;2145;-290,5
35,802;113,5;2146;-291
35,819;91;2147;-293
35,836;66;2148;-295,5
35,852;46,5;2149;-296,5
35,869;23;2150;-297
35,886;2,5;2151;-298,5
35,903;-11,5;2152;-295
35,919;-11,5;2153;-278,5
35,936;-11;2154;-262,5
35,953;-9;2155;-245,5
35,969;-11,5;2156;-230
35,986;-11,5;2157;-214,5
36,003;-12,5;2158;-200,5
36,019;-15,5;2159;-185
36,036;-19;2160;-170
36,053;-23;2161;-157
36,069;-19,5;2162;-144
36,086;-10,5;2163;-129,5
36,103;-3,5;2164;-117,5
36,119;3;2165;-104
36,136;9,5;2166;-92,5
36,153;16;2167;-78
36,169;21;2168;-66,5
36,186;25;2169;-53,5
36,203;28;2170;-41
36,22;32;2171;-27,5
36,236;34,5;2172;-16
36,253;36;2173;-2,5
36,27;36,5;2174;9
36,286;37;2175;20,5
36,303;36,5;2176;33,5
36,32;35;2177;45
36,336;34;2178;56
36,353;32,5;2179;67,5
36,37;30,5;2180;80
36,386;26,5;2181;90
36,403;22,5;2182;102
36,42;23;2183;110,5
36,436;28;2184;122,5
36,453;35;2185;133,5
36,47;39,5;2186;144
36,486;44,5;2187;154,5
36,503;48;2188;164
36,52;50;2189;174
36,537;52,5;2190;184
36,553;54,5;2191;193,5
36,57;55,5;2192;204,5
36,587;56,5;2193;213,5
36,603;56;2194;223,5
36,62;57;2195;224
36,637;58,5;2196;201
36,653;60;2197;180
36,67;60,5;2198;156,5
36,687;59,5;2199;137
36,703;58;2200;115,5
36,72;58;2201;95,5
36,737;55;2202;76
36,753;51,5;2203;55
36,77;47,5;2204;37,5
36,787;43;2205;17
36,803;38,5;2206;-0,5
36,82;30,5;2207;-20,5
36,837;24;2208;-40
36,853;16,5;2209;-55,5
36,87;8,5;2210;-73,5
36,887;-1;2211;-91
36,904;-10;2212;-109
36,92;-21,5;2213;-126
36,937;-32;2214;-143,5
36,954;-37,5;2215;-159
36,97;-33,5;2216;-174,5
36,987;-31;2217;-188,5
37,004;-32;2218;-202
37,02;;;
37,037;;;
37,054;;;
37,07;;;
37,087;21,5;2223;-140,5
37,104;30,5;2224;-116,5
37,12;39,5;2225;-94,5
37,137;48,5;2226;-70
37,154;55,5;2227;-50,5
37,17;61,5;2228;-30
37,187;65,5;2229;-11
37,204;67;2230;10,5
37,221;71,5;2231;28
37,237;72;2232;46,5
37,254;72;2233;63,5
37,271;72;2234;79,5
37,287;72;2235;96
37,304;70;2236;113
37,321;64,5;2237;127
37,337;83;2238;145,5
37,354;94;2239;160
37,371;107;2240;178,5
37,387;113;2241;171,5
37,404;112;2242;152
37,421;112,5;2243;135
37,437;109,5;2244;119,5
37,454;108,5;2245;102,5
37,471;106;2246;86
37,487;101;2247;69
37,504;96,5;2248;53,5
37,521;89,5;2249;36,5
37,538;86;2250;19,5
37,554;78,5;2251;4,5
37,571;70,5;2252;-8,5
37,588;62;2253;-25,5
37,604;53;2254;-40,5
37,621;44;2255;-54,5
37,638;32;2256;-71,5
37,654;28;2257;-77,5
37,671;30;2258;-74,5
37,688;31;2259;-72,5
37,704;33,5;2260;-69
37,721;35;2261;-65,5
37,738;35;2262;-63
37,754;34;2263;-61,5
37,771;31,5;2264;-57,5
37,788;31,5;2265;-54
37,804;30,5;2266;-52,5
37,821;29,5;2267;-50,5
37,838;34;2268;-49
37,854;39,5;2269;-46,5
37,871;42,5;2270;-43
37,888;44,5;2271;-42,5
37,905;45,5;2272;-42
37,921;48;2273;-40
37,938;48;2274;-37
37,955;48,5;2275;-35,5
37,971;48,5;2276;-34,5
37,988;48;2277;-32
38,005;47,5;2278;-30,5
38,021;44,5;2279;-28,5
38,038;42;2280;-26
38,055;39;2281;-25
38,071;37,5;2282;-24,5
38,088;;;
38,105;;;
38,121;;;
38,138;;;
38,155;;;
38,171;;;
38,188;;;
38,205;;;
38,222;;;
38,238;;;
38,255;;;
38,272;;;
38,288;;;
38,305;;;
38,322;;;
38,338;;;
38,355;;;
38,372;;;
38,388;;;
38,405;;;
38,422;;;
38,438;;;
38,455;;;
38,472;;;
38,488;;;
38,505;;;
38,522;;;
38,539;;;
38,555;;;
38,572;;;
38,589;;;
38,605;;;
38,622;;;
38,639;;;
38,655;;;
38,672;;;
38,689;;;
38,705;;;
38,722;;;
38,739;;;
38,755;;;
38,772;;;
38,789;;;
38,805;;;
38,822;;;
38,839;;;
38,855;;;
38,872;;;
38,889;;;
38,906;;;
38,922;;;
38,939;;;
38,956;;;
38,972;;;
38,989;;;
39,006;;;
39,022;;;
39,039;;;
39,056;;;
39,072;;;
39,089;;;
39,106;;;
39,122;;;
39,139;;;
39,156;;;
39,172;;;
39,189;;;
39,206;;;
39,223;;;
39,239;;;
39,256;;;
39,273;;;
39,289;;;
39,306;;;
39,323;;;
39,339;;;
39,356;;;
39,373;;;
39,389;;;
39,406;;;
39,423;;;
39,439;;;
39,456;;;
39,473;;;
39,489;;;
39,506;;;
39,523;;;
39,54;;;
39,556;;;
39,573;;;
39,59;;;
39,606;;;
39,623;;;
39,64;;;
39,656;;;
39,673;;;
39,69;;;
39,706;;;
39,723;;;
39,74;;;
39,756;;;
39,773;;;
39,79;;;
39,806;;;
39,823;;;
39,84;;;
39,856;;;
39,873;;;
39,89;;;
39,907;;;
39,923;;;
39,94;;;
39,957;;;
39,973;;;
39,99;;;
40,007;;;
40,023;;;
40,04;;;
40,057;;;
40,073;;;
40,09;;;
40,107;;;
40,123;;;
40,14;;;
40,157;;;
40,173;;;
40,19;;;
40,207;;;
40,224;;;
40,24;;;
40,257;;;
40,274;;;
40,29;;;
40,307;;;
40,324;;;
40,34;;;
40,357;;;
40,374;;;
40,39;;;
40,407;;;
40,424;;;
40,44;;;
40,457;;;
40,474;;;
40,49;;;
40,507;;;
40,524;;;
40,541;;;
40,557;;;
40,574;;;
40,591;;;
40,607;;;
40,624;;;
40,641;;;
40,657;;;
40,674;;;
40,691;;;
40,707;;;
40,724;;;
40,741;;;
40,757;;;
40,774;;;
40,791;;;
40,807;;;
40,824;;;
40,841;;;
40,857;;;
40,874;;;
40,891;;;
40,908;;;
40,924;;;
40,941;;;
40,958;;;
40,974;;;
40,991;;;
41,008;;;
41,024;;;
41,041;;;
41,058;;;
41,074;;;
41,091;;;
41,108;;;
41,124;;;
41,141;;;
41,158;;;
41,174;;;
41,191;;;
41,208;;;
41,225;;;
41,241;;;
41,258;;;
41,275;;;
41,291;;;
41,308;;;
41,325;;;
41,341;;;
41,358;;;
41,375;;;
41,391;;;
41,408;;;
41,425;;;
41,441;;;
41,458;;;
41,475;;;
41,491;;;
41,508;;;
41,525;;;
41,542;;;
41,558;;;
41,575;;;
41,592;;;
41,608;;;
41,625;;;
41,642;;;
41,658;;;
41,675;;;
41,692;;;
41,708;;;
41,725;;;
41,742;;;
41,758;;;
41,775;;;
41,792;;;
41,808;;;
41,825;;;
41,842;;;
41,858;;;
41,875;;;
41,892;;;
41,909;;;
41,925;;;
41,942;;;
41,959;;;
41,975;;;
41,992;;;
42,009;;;
42,025;;;
42,042;;;
42,059;;;
42,075;;;
42,092;;;
42,109;;;
42,125;;;
42,142;;;
42,159;;;
42,175;;;
42,192;;;
42,209;;;
42,226;;;
42,242;164,5;2532;186
42,259;169,5;2533;185,5
42,276;175;2534;185,5
42,292;178;2535;185,5
42,309;182,5;2536;185
42,326;185;2537;185
42,342;187,5;2538;183,5
42,359;189,5;2539;183,5
42,376;189,5;2540;183
42,392;190;2541;182,5
42,409;190,5;2542;182
42,426;189,5;2543;181,5
42,442;188,5;2544;181,5
42,459;187,5;2545;181
42,476;184,5;2546;180,5
42,492;182;2547;180
42,509;178,5;2548;180,5
42,526;175;2549;180,5
42,543;170,5;2550;180
42,559;166;2551;179,5
42,576;160;2552;179,5
42,593;156;2553;179,5
42,609;147;2554;179
42,626;140,5;2555;178
42,643;133;2556;179
42,659;125;2557;178
42,676;116;2558;178
42,693;111,5;2559;170,5
42,709;105;2560;162,5
42,726;100;2561;154
42,743;94,5;2562;147,5
42,759;87,5;2563;140,5
42,776;79;2564;131
42,793;71,5;2565;123,5
42,809;64;2566;117,5
42,826;52,5;2567;110
42,843;43,5;2568;105
42,859;38;2569;97
42,876;40;2570;92,5
42,893;43,5;2571;88,5
42,91;44,5;2572;84
42,926;46;2573;80,5
42,943;48;2574;76
42,96;47;2575;72,5
42,976;46,5;2576;69
42,993;46,5;2577;65,5
43,01;44;2578;60,5
43,026;42;2579;59
43,043;40,5;2580;54
43,06;36,5;2581;50,5
43,076;32;2582;47
43,093;28;2583;44
43,11;23,5;2584;40
43,126;17,5;2585;37
43,143;10,5;2586;34
43,16;4,5;2587;31,5
43,176;-2,5;2588;28
43,193;-10,5;2589;24,5
43,21;-18;2590;21,5
43,227;-25,5;2591;19,5
43,243;-24;2592;18,5
43,26;-21;2593;18
43,277;-18;2594;18
43,293;-18;2595;18
43,31;-16,5;2596;17
43,327;-16,5;2597;16
43,343;-16,5;2598;15
43,36;-18;2599;15,5
43,377;-19,5;2600;14
43,393;;;
43,41;;;
43,427;-9;2603;45,5
43,443;0.000;2604;67
43,46;8;2605;91,5
43,477;19;2606;117
43,493;27,5;2607;138
43,51;32,5;2608;160
43,527;38,5;2609;182
43,544;41,5;2610;203,5
43,56;46;2611;224,5
43,577;47,5;2612;245
43,594;49;2613;265,5
43,61;49;2614;285,5
43,627;50;2615;304
43,644;49;2616;323,5
43,66;47,5;2617;343
43,677;45;2618;360,5
43,694;41;2619;377,5
43,71;37;2620;396
43,727;31,5;2621;412,5
43,744;26,5;2622;428
43,76;21;2623;444,5
43,777;13;2624;459,5
43,794;6;2625;474,5
43,81;-1;2626;487,5
43,827;-12;2627;502,5
43,844;-21;2628;516
43,86;-31,5;2629;528,5
43,877;-42,5;2630;543,5
43,894;-52,5;2631;553,5
43,911;-64;2632;566,5
43,927;-73;2633;578,5
43,944;-59,5;2634;589
43,961;-47,5;2635;602,5
43,977;-36;2636;613
43,994;-26;2637;624
44,011;-16;2638;637,5
44,027;-6,5;2639;647,5
44,044;2,5;2640;657,5
44,061;10,5;2641;668
44,077;17,5;2642;679,5
44,094;23;2643;690
44,111;30;2644;699,5
44,127;35,5;2645;711
44,144;39,5;2646;720,5
44,161;43,5;2647;730
44,177;46;2648;740
44,194;48;2649;750,5
44,211;51;2650;759,5
44,228;52,5;2651;769
44,244;52;2652;778,5
44,261;52;2653;788
44,278;51;2654;798
44,294;50;2655;806,5
44,311;48,5;2656;814,5
44,328;46,5;2657;824,5
44,344;43,5;2658;833,5
44,361;40,5;2659;841,5
44,378;36;2660;851
44,394;31,5;2661;859
44,411;26,5;2662;866
44,428;20,5;2663;874,5
